Rating,Comment,Review_text
5,Terrific,The best from moto. I loved itREAD MORE
4,Very Good,GoodREAD MORE
1,Unsatisfactory,Worst phone everREAD MORE
5,Terrific,Everything is perfect except battery. I really love all the features. I recommend these phone to all. Battery Capacity is not good from my exceptation.READ MORE
5,Worth every penny,Excellent 😘READ MORE
5,Awesome,Very good phone in this rangeREAD MORE
4,Pretty good,Its a Good Phone. Nice design and Weightless mobile.the only disadvantage is the display is not as much as good. otherwise overall its fantastic!READ MORE
4,Pretty good,Best quality productsREAD MORE
4,Wonderful,Camera's need to improveREAD MORE
2,Bad quality,It's too heavy and big size like Power Bank think 2 times before buyREAD MORE
5,Fabulous!,"No Oleophobic coating on the screen or atleast a screen protector is a bummer for me for this price.Camera performance in not upto the mark. They say 64mpx but the pic quality is like that of a 13 mpx camera, which needs an update sooner.READ MORE"
2,Moderate,1.Heating problem 2. Slow processing3.Taking time to open Camera4.Take too much time to chargeREAD MORE
5,Terrific,ExcellentREAD MORE
4,Pretty good,nice phoneREAD MORE
5,Excellent,Very nice MotoREAD MORE
5,Brilliant,"I trust Motorola .... because they given the first mobile in the world.....in my concept Motorola is the mother of all mobiles...... this moto g30 also excellent...... camera quality , battery life , display... everything is good.......READ MORE"
5,Simply awesome,Great productREAD MORE
5,Super!,SuperREAD MORE
2,Slightly disappointed,Something wrong hitting issueREAD MORE
4,Very Good,Good looking with great performanceREAD MORE
4,Delightful,Camera not good.  As we compare  vivo 32 mp is more good. Battery comes oneday. If going to use normal.  Okay to buy.READ MORE
3,Does the job,GudREAD MORE
3,Good,"Camera struggles a lot to focus on text of a document. Really bad and unexpected. 1 good thing I noted, it blurs background of a object in clicks, throws some extra focus & depth that enhances the object view. Check in pic. Battery could have been better, screen felt average or ok. Display is again just okREAD MORE"
5,Mind-blowing purchase,Must buy no other phone is better than Moto I have started using Moto phones since G4 plus have launched.  Trust it blindly and in this range what else you expect..READ MORE
4,Pretty good,"Its a good phone, after 1 month i can say thisREAD MORE"
5,Awesome,Good phoneREAD MORE
1,Don't waste your money,Only camera and battery is good and all performance is not goodREAD MORE
5,Excellent,GoodREAD MORE
1,Very poor,Display is not 90Hz. Switch on the developer mode and there you'll find out. That's a sure lie.Camera is of low quality. Can't capture with detailing. Weight of the device is too much.READ MORE
4,Pretty good,good phone under 12KREAD MORE
4,Pretty good,good phone under 12KREAD MORE
1,Absolute rubbish!,Display worstREAD MORE
5,Classy product,Thankyou flipkart 😊READ MORE
5,Simply awesome,Wow superREAD MORE
5,Classy product,Amazing i am happy with motorola g 30READ MORE
5,Mind-blowing purchase,The phone is perfect for everyonoe. Its just wooowREAD MORE
5,Fabulous!,Best phone in this price.Highly recommendedREAD MORE
5,Terrific,Very goodREAD MORE
4,Wonderful,Prity goodREAD MORE
3,Nice,"Battery doesn't last even for a day with moderate use. I don't use this done for gaming or streaming,  moderate number of calls and microsoft teams for official purposes still the battery hardly last for a day. Low light performance of camera is poor, but gives good results in proper lighting. Camera and youtube crashed multiple times. If u r on a budget go for this,   I opted this fone for the price and clean android experience. No unnecessary bloatware.Display is decent. My old one plus 3 ...READ MORE"
5,Terrific,It's camera is decent... long-lasting battery....Overall the phone is very good in this price....you can go for it...READ MORE
4,Really Nice,All ok but camera performance is not work  64MP qualityREAD MORE
4,Worth the money,Good product in priceREAD MORE
4,Good quality product,"Camera (rear) performances very bad, face unlock is average. Rest seems good to me (normal usages).READ MORE"
5,Perfect product!,Overall goodREAD MORE
3,Good,Flipkart is no more trustworthy.Please do not exchange your device with flipkart. With minor scratches they will reject the exchange or else ask additional amount.Phone performance is satisfactory.Android experience is Good.Camera quality is not upto the mark.Sound quality with speaker and headphone is Good.Battery life is also good. (Approx 1.5 day)READ MORE
5,Wonderful,GoodREAD MORE
2,Not good,Avg phoneREAD MORE
5,Just wow!,GoodREAD MORE
5,Highly recommended,Best phoneREAD MORE
5,Terrific,Nice productREAD MORE
1,Waste of money!,Camera is very poor. Waste of moneyREAD MORE
5,Classy product,GoodREAD MORE
3,Just okay,Camara not supported or flip card not resolved?READ MORE
1,Not recommended at all,Camera and display are not goodREAD MORE
3,Just okay,Dont buy this phone battery  was nt so good.he can't spend full 1 dayREAD MORE
2,Expected a better product,Worst display. Camera is ok. Descent picture quality in daylight but not good in low light.Below averageREAD MORE
5,Great product,GoodREAD MORE
3,Decent product,not so good in camera and displayREAD MORE
5,Must buy!,Best Mobile under 10000READ MORE
1,Hated it!,"Waste of money to take Motorola G30. front camera is not good , touch screen is not good. Instead of Moto g30 take Moto g 5 plus.READ MORE"
3,Just okay,"Overall this phone is good for basic usage , but battery got heat up once start playing game or internet surfing for more than one 1 hour. If u are buying for basic stuff like texting or calling..then go for it.READ MORE"
1,Very poor,worst cameraREAD MORE
5,Terrific,Good customer service thank you FlipkartREAD MORE
5,Best Stock Android at 11000 (April 2021),The product is good although the packaging seemed a bit distortedREAD MORE
3,Nice,Not perfect product in motoREAD MORE
1,Terrible product,Don't purchase this phone battery is worst it's like 2000 mah battery camera is horrible..waste of money...READ MORE
5,Great product,I am happy to buy this wonderful product.READ MORE
5,Must buy!,Awesome mobile for this priceREAD MORE
4,Good choice,"It's a true value for money smartphone at this price range. Display is good with 90hz refresh rate. Camera is decent. Battery is awesome,will last 2 days easily with moderate usage and the 20w turbo charger included in the box is superb. Performance is great. The design and built quality is also fine. A must buy smartphone under 11k budget. Better than any Vivo and Oppo smartphones at this price range.READ MORE"
3,Good,"Recommended only for those who are love stock android experience.G30's camera and screen resolution 👎👎👎      My 1st aim to buy these phone for stock android experience.If you want best camera and best screen resolution G30 is not for you.My old great phone is lenovo k6 power use about 4 year and that's brilliant camera,full hd,lot of features and Extra ordinary battry life but sadly He is no more😣😣 i miss that phone. My old phone perform best camera output than G30.READ MORE"
1,Useless product,WorstREAD MORE
4,Pretty good,GreatREAD MORE
1,Horrible,Don't buy very bad I'm wasted my money I'm not happyREAD MORE
3,Nice,Battery draining very fast.Camera too slowREAD MORE
5,Terrific purchase,"I love moto phones by its gestures and it's more than average tough body than other smartphones.This time I purchased moto again because of its good quality plus fast charging and no bloatware (Bloatware is commercial software that is preinstalled on a device by the manufacturer, whether it's useful or not, and tends to waste memory and resources. While some of these apps may be useful, the majority of them simply sit there taking up storage space and in some cases, affecting the performance...READ MORE"
5,Perfect product!,Good experience with Moto mobiles. Super mobiles at lowest priceREAD MORE
1,Horrible,Don’t expect much from the camera  and performance ..as Flipkart didn’t arrange my return had no option but sold the device ... even though 665 processor but it was slow in shifting through apps.READ MORE
4,Pretty good,I like this phone ...camera quality is good...Battery capacity is normal...I'm use 30 dayes....Moto g 30...READ MORE
3,Fair,Writing this review after using moto g30 for 10 days. The battery is good. It last almost two days after normal uses. Camera is not good specially the front camera. The phone is little heavy. Just good enough for normal uses not recommended for photography.READ MORE
2,Slightly disappointed,"Don't but this phone camera is very bad , Display also Dull , lagging issue also we have purchase this phone for my dad purpose but on 1st day we will find this much issue compare to redmi note 10 the camera is very bad 64mp but look like China phone camera blur also,Don't waste your money for this budget better go to redmi 9 powder / note 10READ MORE"
4,Wonderful,Camera quality is not good and but other wise all features is good.READ MORE
2,Not good,If others call me will said switch offREAD MORE
3,Just okay,Camera is not that great. 6gb ram version would have been preferred.READ MORE
5,Brilliant,GoodREAD MORE
4,Pretty good,Wow wowREAD MORE
5,Awesome,"awesome, bloatware ad free experienceREAD MORE"
1,Waste of money!,Display is really bad. Brightness level is very low. Unable to see anything in sunlight even after putting maximum brightness. Seller is providing replacement only. Worst customer support from Flipkart. In future I will rethink before buying a product from FLIPKART.READ MORE
1,Utterly Disappointed,Slow charging....Poor cemara quality....READ MORE
5,Highly recommended,"In time delivery, and friendly behavior of the delivery boy. Highly impressed.READ MORE"
5,Fabulous!,Value for money.Lag free performance.stock android experience is good.READ MORE
1,Don't waste your money,"Don't buy any kind of product from Flipkart, the product they have given is faulty and 7 days replacement policy also not in used.Very worst experience with customer care.Regards,PravinREAD MORE"
5,Awesome,v goodREAD MORE
4,Very Good,Very nice 👌 phoneREAD MORE
5,Wonderful,Amazing phone 📱 Everything is good ☺️I love it💫READ MORE
2,Bad quality,"If you open 2 to 3 application,it starts hanging.Other things are ok but even with good RAM there is aHang issueREAD MORE"
4,Value-for-money,"In this price segment ,it is a good phoneREAD MORE"
4,Really Nice,"The phone looks good, but flipkart exchange policy is very bad. Despite software in working condition, due to discoloring of pixels the phone got rejected.READ MORE"
1,Very poor,So poor. I want to exchange this set.😠READ MORE
1,Utterly Disappointed,"Phone has multiple software bugs ; abnormal battery statistics n draining, GPS n NFC keep getting ON & OFF automatically,very poor RAM management,no option for receiving incoming calls ( sometimes ),very poor network connectivity ( I've only Jio & Airtel ),Finally no proper response from Motorola Team, as if they were in a Jiffy to launch this model.Don't know anything about camera, since I seldom use smartphone camera.READ MORE"
4,Good quality product,Value for money and this price segment is best option..and better than realme .redmi. mi. Vivi..and oppoREAD MORE
3,Decent product,"Camera average...Motorola should improve,not just launch products for competition...Motorola is bigger brand ,hence should focus to give quality not quantity.READ MORE"
1,Absolute rubbish!,Dont buy this phon camera quality is very very poor  Best of moneyREAD MORE
5,Awesome,"Excellent Camera, Nice RAM Management, Elegant Design, Awesome Product !!!READ MORE"
3,Nice,GoodREAD MORE
4,Good quality product,Good budgets phone with 2 weaknesses 1 display 2 processorREAD MORE
3,Does the job,Display is not so good. Rather opt for a fhd display of poco at this price. Performance is no doubt good. But the device has a heating issue when charging. The device and the charger both gets heated up. Value for price of course. But it could have been better.READ MORE
4,Good choice,Nice a photoREAD MORE
4,Very Good,Camera can be fixed by some settings you get a decent picBattery  performance is good and its last for one and half a day.Performance is excellent for day to day use..Built is quite heavy due to big battery but get use to it after some day.Stock android phone...And with one weak of use its worthy and u can bet on it...Not for those who are selfie addicted 🛑READ MORE
3,Does the job,overall good..READ MORE
1,Worthless,"This is about the  product, its description and content.  For this product code, there should be two sim slots and one memory slot.  But in the product supplied to me, I found that there is only one sim slot and one memory slot.  This is very bad on the part of flipkart and the supplier and shakes the confidence of the buyer in the e-commerce system.  This  is not the first time - earlier also I faced this with some other product and this type cheating (should I say) continues.  And then, som...READ MORE"
1,Horrible,Waste of money... Camera is very poor... Flipkart service also very bad... I am not satisfied their services... There is no refund...READ MORE
2,Could be way better,Camera quality is very bad as they are telling 64 mp but i think 16 mp is better than this. Battery draining very fast.READ MORE
4,Good choice,Good product....READ MORE
5,Mind-blowing purchase,Good performanceREAD MORE
4,Good quality product,GoodREAD MORE
5,Highly recommended,"Overall at this price, everything thing is balanced.It is better if it comes with Full HDBulky, thick useless bezel at bottom.Slow charging, should come at at least 30W or more power charger. Given 5 star because at this price we can't compare with 20k segment.Expect timely security updates and Android  update fron android.One line for Flipkart: product reached 4 days before to  nearest hub, but they deliver on last day doesn't make senseREAD MORE"
5,Just wow!,Beautiful lookingREAD MORE
5,Super!,Nice colourREAD MORE
5,Classy product,NiceREAD MORE
3,Good,"Negative:Face lock don't work properly,Unable to answer call most of the time.Not happy 😐😐Positive:Beautiful displayBattery is really niceRest all functions are very good ☺️☺️☺️READ MORE"
4,Value-for-money,BestREAD MORE
5,Wonderful,WowREAD MORE
4,Nice product,"Phone is good i love the product but phone heating , and display normal clarity  60 %But gud performance.READ MORE"
5,Highly recommended,ThanksREAD MORE
1,Very poor,Please don't buy it.Moto g30 is not supporting 4k video Streaming.READ MORE
5,Fabulous!,"It's battery backup is very good,,and display,,,fast processor,,READ MORE"
5,Worth every penny,"Simple, clean, bloat free android experience.READ MORE"
3,Fair,Mobile becomes a heat reservoir during charging. Battery drains within 12 hour.READ MORE
4,Good choice,Phone looking awesome but camera is not good and ram is 4only and othe products is very bad problemREAD MORE
3,Fair,Display is very bad....my 4 years old oppo a37's display quality is better than moto g30......READ MORE
4,Delightful,Nice look and phone is goodREAD MORE
1,Terrible product,Bad phoneREAD MORE
5,Must buy!,Parfamanc very goodREAD MORE
4,Value-for-money,OkREAD MORE
5,Wonderful,So far so goodREAD MORE
5,Wonderful,"Moto G30 is a better conditioning ,better features & better designed phone... Thank moto keep your trust Countinue..READ MORE"
3,Good,Very bad camera and screen quality also badREAD MORE
5,Simply awesome,Front camera is very good but back camera is not wooh. And battery is good display is also normal Overall good phone in this price rangeREAD MORE
4,Very Good,Perfect buy mid segment phone. Satisfied till date .READ MORE
4,Good quality product,Mobile is good . Easy to use best is pure Android experience. But speakers needed to be more loud. Other uses are goodREAD MORE
4,Wonderful,Mobile super but small heating issueRemaining okREAD MORE
4,Very Good,Screen brightness is very low when use in sunlight even thogh brightness used in full level..READ MORE
5,Best in the market!,It's a good productREAD MORE
4,Pretty good,Good product for the price. Have all features also NFC which is not normally available at this price. Seamless smooth navigation. Very good product. ThanksREAD MORE
2,Terrible service from Flipkart,"The phone I received is having very fast battery drainage and heating issues while charging. When I requested for replacement, the Flipkart team arranged a technical visit to check whether my phone actually has problems & according to their policy, they replace the phone only if the battery drains 15% while recording a video in HD for 20 mins. What kind of testing process is this?!! Till now I've requested 4 times for replacement and they rejected every time bcoz of this stupid reason (not dr...READ MORE"
4,Value-for-money,Everything is soo good but it heats a lot.While charging it heats up to 43 degrees Celsius.Other than that its amazing.It would be better to buy it after you verify once.Later after some days it will be fine and performed good.It's good at this pointREAD MORE
5,Super!,Nice oneREAD MORE
5,Must buy!,Used moto g30 for a week I would rate:4/5 for camera5/5 for battery5/5 for performance5/5 for display20w fast charger is also give in the box And for 11k it's worth buying this productREAD MORE
3,Nice,Good mobile but again ordered it considering my brother's birthday but received 2 days later.READ MORE
5,Worth every penny,Previously I was using Redmi 3s prime for almost 4 years & that have a junk of unwanted apps but it's a Clean Android Experience & it is such a wonderful feeling!!!READ MORE
4,Really Nice,It's all good but charging time is too high & storage is also not 128. Overall best phone as per the price. Value to money.READ MORE
5,Wonderful,Network issueREAD MORE
4,Delightful,Nice phoneREAD MORE
5,Terrific purchase,Good productREAD MORE
1,Don't waste your money,Waste of  money don't buy this productREAD MORE
5,Great product,AwesomeREAD MORE
5,Must buy!,Everything is resolved goodREAD MORE
1,Worthless,"Tuch screen is not working properly,finger print slowREAD MORE"
5,Awesome,"This phone is much better in a very low budget with good performance.Thanks Moto, and thanks to Flipkart and all their team who have contributed significantly to deliver me on time.READ MORE"
5,Just wow!,GoodREAD MORE
5,Terrific,"Loved it,Value for money.READ MORE"
2,Not good,Not working properly..READ MORE
3,Does the job,Everything's fine except power button( every time i press it..it lead to restart)READ MORE
3,Decent product,Camera pixel is not original 64 mpREAD MORE
5,Terrific,Nice phone Good display Super battery backup and charging but the camera is worst of most my old mobile realme 3 is better in camera quantity.Its an utter waste of camera and the headphone 🎧 jack is in wrong place it's in the left side top of the mobile it's a big disturbance while gaming with headphones 🎧READ MORE
2,Could be way better,Poor performance.. overall not goodREAD MORE
5,Mind-blowing purchase,NiceREAD MORE
5,Wonderful,Good handsetREAD MORE
2,Could be way better,Battery drain fastREAD MORE
5,Just wow!,ExilentREAD MORE
5,Mind-blowing purchase,I am happyREAD MORE
5,Classy product,EverythingREAD MORE
4,Very Good,GoodREAD MORE
5,Fabulous!,Good phone under 11k but camera quality very bad not 64 mp camera photo captures as 8 mp camera lensREAD MORE
5,Fabulous!,Good phone to buy at this price tagREAD MORE
5,Great product,PerfectREAD MORE
5,Worth every penny,"-Value for mobile it's budget friendly.-Display is big and it has 90hz display in this range, it's quite smooth but it's HD+ not FullHD-Speaker output is loud and good.-Battery backup is good you will get backup easily upto 1 day based on your usage.-Camera quality is not bad, it's good in this budget.-As of now there's no lag in the mobile it's purely based on your usage, you can uninstall or disable the unnecessary apps for more performance.Fingerprint is quite good but face id is lit...READ MORE"
4,Pretty good,"This phone for 10k is a good to go with if you are not looking for a good camera phone.-camera is said to be 64mp ,but picture quality is really poor and over brightened.+front camera is good for the price.+Display is large,  good  and 90 hz is really smooth for, appreciate it.+Battery and charger is great.+Stock android kind is really great.-Performance is ok but not for really heavy use-just basic .+ The built and inhand feel is really great for the price considered.Back is actually ...READ MORE"
4,Good quality product,Good okREAD MORE
5,Simply awesome,No nonsense phone. Everything is good. Nothing is exceptional. You can't go wrong overall.READ MORE
5,Classy product,NiceREAD MORE
1,Hated it!,Poor phone...Worst service by the FlipkartREAD MORE
4,Nice product,Battery is not up to the mark. Don't perform as per 5k mgh.READ MORE
4,Wonderful,Wost camera but other things are Good .READ MORE
3,Does the job,Battery not good its all about talking every time draining in standby also not a complete phone like 11000 rupeesREAD MORE
3,Just okay,"Over Heat always, it looks very fatty.READ MORE"
5,Perfect product!,Value for moneyREAD MORE
1,Worst experience ever!,Hanging and low performanceREAD MORE
5,Just wow!,Very good phoneREAD MORE
4,Worth the money,This my first Motorola phone.. An it's really good. It's feature loaded phone. It amazing behaves the way u want. The best thing is it's battery..I use the phone almost 12hr a day. Surfing  ..YouTube . meetings..n it still havs 70% left .. which is amazing.. only sound is not crisp on phone .. on headphones it gud.. affordable n solid.. must buy.READ MORE
1,Unsatisfactory,Worst camara quality  & display too badREAD MORE
2,Bad quality,While speaking and charging heat produceREAD MORE
4,Good quality product,Nice phoneREAD MORE
2,Not good,Most worst phone in this segment don't buy thisREAD MORE
5,Brilliant,Good looking mobileREAD MORE
5,Awesome,Awesome mobile at awesome price. Total justify its price.READ MORE
2,Not good,"Very bad performance even for normal use. Hangs from day one. If u have more than 3 apps open ,ur phone is gone. Battery also equivalent to 3000mah,,not at all battery performance is like 5000mah.Modarate camera. Moto has completely lost its class..it's just like another Chinese phone.READ MORE"
4,Worth the money,For total  mobile experience- 3.5Camera- 2.5 (pixel density very less)Clean Android experience -5Battery performance -5READ MORE
4,Delightful,Nice phone And battery goodREAD MORE
5,Must buy!,Best mobile under 11000 .No hang and sound is very loud. 2 days battery backup.READ MORE
4,Value-for-money,Good....Worth for money.READ MORE
5,Fabulous!,Good one and best performanceREAD MORE
5,Best in the market!,GoodREAD MORE
2,Expected a better product,"Google software GPay not working. In fact GPay not working on many of Motorola phones as per support from Motorola India and Motorola USA. Issue has been open with Google and Motorola for months now and no solution provided as yet. Even though Motorola claims it is stock Android, Motorola has not been able to close this defect with Google. No magnetometer so cannot install compass based applications and this is not mentioned anywhere on the Motorola website. Overall not a very happening model...READ MORE"
3,Just okay,If you are camera lover then not go for it but you want a good Phone under this price range its a best option for youREAD MORE
5,Excellent battery back up,this is really awesome battery is awesomeREAD MORE
2,Could be way better,Camera performance is poor.READ MORE
4,Nice product,Better phoneREAD MORE
5,Simply awesome,SuperREAD MORE
3,Just okay,Average CameraLow VoiceAudio jack not workingREAD MORE
3,Does the job,Camera quality is very poor. Shutter speed is slow. Hangs alot. Battery life is excellentSpeed should have been betteREAD MORE
4,Nice product,Super budgetREAD MORE
1,Unsatisfactory,Overall performance is not good and mike isn't working properlyREAD MORE
5,Classy product,GoodREAD MORE
1,Terrible product,Battery back up very poorREAD MORE
3,Does the job,It all over is goodREAD MORE
4,Value-for-money,Value for moneyREAD MORE
4,Wonderful,Awesome 😎 ( nice experience ever met in smartphoneREAD MORE
5,Great product,It's good .... overall please buy this phone...READ MORE
5,Super!,best mobile at this priceREAD MORE
5,Terrific purchase,Performance is good with this price range and good quality iREAD MORE
3,Good,Battery & Camera are not upto the markREAD MORE
1,Unsatisfactory,Worst mobile in disply quality & performance..don't  buy this product..even this product  is not  returnable...don't buyREAD MORE
5,Perfect product!,What a mind blowing performanceREAD MORE
5,Perfect product!,nice phone for budget buyers. thanks flipkart for early delivery.READ MORE
5,Awesome,In this price range it is the best and also better than redmi note 10READ MORE
4,Pretty good,GoodREAD MORE
2,Moderate,Battery drains quickly. doesn't have the impression of 5k mah battery. It provides only 22 hrs with minimal usage and discharges from 14 to 20 percent during night even no apps running in background and mobile data is off. Also has heating issue as the temperature raises up to 46 celcius with light game only. Tried to replace the product but very poor benchmarking during evaluation. My fate to use.READ MORE
4,Value-for-money,SuperREAD MORE
3,Good,Phone size 👎 working 👍READ MORE
5,Excellent,Awesome.........according to price.READ MORE
5,Wonderful,Good  mobailREAD MORE
4,Good quality product,Phone is good in this budget. Battery will work fine.READ MORE
1,Horrible,"Very bad product camera hanging and phone is heating without any reason and if you charge the phone then the phone is getting over heat, please don't buy this product even the replacement policy of seller is very bad, is you are not satisfy with the product they replace it with the same phoneREAD MORE"
5,Highly recommended,Osm phoneREAD MORE
2,Could be way better,Camera below average battery backup decent screen quality very poorREAD MORE
1,Utterly Disappointed,worst cameraREAD MORE
3,Nice,Camera is ridiculous but overall performance.READ MORE
5,Super!,I think phone is good in every specifications but phone should be little bit thin.READ MORE
4,Very Good,All things are good but front camera is very less ad I'm expecting.READ MORE
4,Really Nice,Nice product I always like stock android systemValue for money👌👌READ MORE
1,Utterly Disappointed,I got damage mobile but not return my mobileREAD MORE
5,Awesome,Very good product ExcellentREAD MORE
1,Unsatisfactory,"Camera can't determine red colour,over heating issue, battery is poorREAD MORE"
4,Worth the money,Mobile is good. Only camera quality issue.READ MORE
5,Excellent,Good one for elderly members of our familyREAD MORE
1,Worthless,One of the worst phone of this price rangeREAD MORE
4,Pretty good.,Value for money.READ MORE
1,Horrible,Very bad response fully china verjanREAD MORE
2,Not good,Network coverage issues with mobile..READ MORE
5,Simply awesome,Super MotoREAD MORE
5,Terrific,"Complete bloatware free, pure stock android experience with 90hz display makes it more smootherREAD MORE"
5,Worth every penny,The battery is draining out like heavily even when you don't use the phone. Morover this phone has a permanent overheat up issue on charging as well as when not in use. Even if you play around with battery efficiency performance tasks this problem cannot be resolved.THE MOST DISSAPPOINTING FACTOR IS THAT FLIPKART IS CLAIMING 7 DAY REPLACEMENT POLICY. BUT BE REST ASSURED THIS IS A CHEAP TACTIC BEING EMPLOYED BY FLIPKART TO LURE ITS CUSTOMERS TO BUY THIS NOT WORTHY PRODUCT. WHEN ASKED THEY AS...READ MORE
4,Pretty good,Good phone in budgetREAD MORE
2,Expected a better product,"I beg you to just not go for this mobile. It says this mp camera and that mode but honestly, it just have four VGA cameras of Nokia 1530 level quality. I am feeling cheated for buying 11000 bucks mobile having such horrible cameras. Add some more bucks and go for Samsung M21. It has excellent camera and overall qualityREAD MORE"
3,Does the job,Decent non gaming cheap phoneREAD MORE
3,Good,Only value for moneyREAD MORE
4,Delightful,Happy to buy Motorola G30READ MORE
4,Worth the money,At this range this product delivers u the maximum output... Buy it without any hesitationREAD MORE
1,Useless product,Camera is too poor 2much poor cameraREAD MORE
5,Brilliant,"Received the phone in exchange of old phone. Moto is a super phone especially for senior citizens.Durable for years..Good buy under 12k.Smooth premium look..Battery stands for a day in a high usage..Average camera despite of having 64mp, but can ignore it at this price.Checked liked and recommended.READ MORE"
3,Fair,Old processorWorst AI CameraNothing is good in display except refresh rate...READ MORE
5,Super!,NiceREAD MORE
1,Did not meet expectations,It's not as per with my expectations.READ MORE
4,Very Good,Good and worthyREAD MORE
4,Good choice,"Apart from Camera stability when you zoom, overall the performance looks good. Phone is bit bulky but that should not be a major issue. Felt heating issue when you cast using Google crome. Expected option of 2 SIM with memory card but got dessapointed.READ MORE"
1,Very poor,Not received fast charger it took than 3 hours to full charge. Poor batteryREAD MORE
3,Does the job,"average performance, some software issues, below avg camera, only good thing is stock android interfaceREAD MORE"
3,Fair,Good looking phone but bulkyNot a camera phone 1st week it provided a good battery backup but now it's draining easilyTouch response not good.. Fingerprint sensor not detect your finger some times then you have to unlock your phone by pin/passwordREAD MORE
1,Unsatisfactory,Camera very badREAD MORE
5,Wonderful,Good phone & fast delaveryREAD MORE
4,Value-for-money,A very good budget oriented phone.Camera is adequate for an average user .A  battery which lasts almost 2 days( average use)Big in size which is good for gamers and multimedia users .Clean stock Android experience and guaranteed security  updates.READ MORE
3,Good,Battery backup is not good....READ MORE
5,Must buy!,Nice phone..READ MORE
1,Worthless,Too bad pro duct please don't purchase also never purchase from flipcart it is chitedREAD MORE
5,Terrific,"Good Phone in budget segment,Camera excellent in Day light,Battery is also good.READ MORE"
1,Useless product,Waste of money to buy this phone.READ MORE
2,Could be way better,Very low battery back upREAD MORE
1,Not recommended at all,Very bad experience for this product.still does not resolved the problem with my productREAD MORE
4,Really Nice,Nice product but heating power often sometimeREAD MORE
4,Pretty good,It is very good mobileREAD MORE
3,Good,Camera doesn't open sometimes.battary backup is also average.READ MORE
1,Horrible,"I want to inform you all, don't buy this phone because I'm discomfort with the camera. Mainly camera and also this phone is not applicable to return and refund policy only replacement. At last I want to told all of you #as your wish.READ MORE"
5,Highly recommended,Overall phone is average in this price range.READ MORE
1,Terrible product,"Battery issue. Requested for replacement on time. No response from flipkark side. Dont buy this phone. Atleast dont buy it from flipkart, there customer support is very poor.READ MORE"
5,Brilliant,Nice productREAD MORE
1,Useless product,"No auto call recording, have issues connecting with Epson printers over wifi, bulky, camera is slow, apps are limited.READ MORE"
2,Bad quality,1. Takes a lot of time to charge2. in google pay app QR code scanner not working3. Game App automatic stopped within 30-40 sec.4. Battery charging drain fastREAD MORE
1,Not recommended at all,Not bad.average mobile.READ MORE
5,Must buy!,Super productREAD MORE
4,Good choice,"It's a decent phone for this price. If you like stock Android, with a good battery and decent performance,but, sucky camera, you can get thisREAD MORE"
5,Just wow!,Value for moneyREAD MORE
4,Wonderful,Go for it ..best phone in rhis priceREAD MORE
1,Did not meet expectations,"In the very first day of use, 90 % of battery has drained in 9hrs itselfREAD MORE"
5,Brilliant,Typical Motorola Phone. Smooth And Responsive. Good Display. Better than Before Camera. Truly Value for Money. ThanksREAD MORE
5,Terrific purchase,Best Mobile in this price..READ MORE
3,Does the job,Heating while chargingREAD MORE
1,Horrible,One of the worst mobile from Moto series ( Moto G30).worest Camara quality....Please don't buy this Moto g30.Panel quality also very bad.Please don't buy... don't buy..... don't buy....READ MORE
5,Wonderful,I love it😍🥰😍😍😍READ MORE
5,Great product,"Nice phone, improvise on the camera with a better lense, thanksREAD MORE"
1,Worst experience ever!,Camera very worst.. battery wast totally wast of moneyREAD MORE
3,Just okay,"As a Technician I am writing this review after using the Mobile for 2 weeks, ProsStock Android working amazingly smooth and no errors observed.Good looking and stylish.Display and Hardware is also Good.Battery remains 10 % even at the end of the day.Phone is working very fast no issues with the App management.Powerful Network catching ability.Speakers are good,Build quality is fine, strong also. ConsHeats up little bit while charging.Photos quality is just ok not so extraordina...READ MORE"
3,Fair,Very poor camera clarity west of moneyREAD MORE
4,Delightful,Quality of sound is little bit lessREAD MORE
5,Perfect product!,"Nice phone  & attractive design , cool feature,  only pattern lock is not availableREAD MORE"
5,Best in the market!,ExcellentREAD MORE
5,Must buy!,goodREAD MORE
5,Super!,GoodREAD MORE
5,Best in the market!,NiceREAD MORE
5,Excellent,GoodREAD MORE
5,Just wow!,Very nice and buity.....READ MORE
4,Good choice,Good productREAD MORE
5,Just wow!,goodREAD MORE
4,Good quality product,NiceREAD MORE
1,Don't waste your money,Very bad productREAD MORE
5,Perfect product!,Nice phone and performanceREAD MORE
2,Could be way better,Camera quality is not good and no auto call regardingREAD MORE
3,Fair,In this price range this is good...but camera and video is not satisfied me.READ MORE
1,Don't waste your money,Good mobileREAD MORE
4,Delightful,Good oneREAD MORE
2,Bad quality,"Although motorola claims it to be value for money product I would not  recommend ...the kind of image they show in advt..u are never gonna get it...if u don't hold camera still it does infinite focussing trials ...makes you throw the mobile in rage...many a times during scaning QR code it takes longer time and with gmail especially it hanged...the full screen resolution is not exactly 720 pixel as claimed (not better than my g 4 plus ) ...the positives are stock android and no adware, battery...READ MORE"
5,Terrific,SUPERBREAD MORE
1,Did not meet expectations,Difficult to use for new users 😕READ MORE
4,Very Good,"Good looking,slim(as compared to other Motorola handset), battery backup is good, but rear camera quality is not satisfactory (64mp). Overall good handset.READ MORE"
3,Just okay,goodREAD MORE
1,Worst experience ever!,"Issue not resoleved ,and i want my money returnREAD MORE"
